1	2.284
10	2.191
20	2.069
30	2.044
40	1.972
50	1.931
60	1.901
70	1.876
80	1.895
90	1.841
100	1.822
110	1.794
120	1.843
130	1.773
140	1.786
150	1.652
160	1.756
170	1.606
180	1.649
190	1.642
200	1.68
210	1.607
220	1.591
230	1.538
240	1.584
250	1.561
260	1.697
270	1.513
280	1.549
290	1.538
300	1.425
310	1.545
320	1.415
330	1.484
340	1.469
350	1.485
360	1.453
370	1.414
380	1.346
390	1.406
400	1.324
410	1.319
420	1.316
430	1.294
440	1.354
450	1.346
460	1.323
470	1.241
480	1.284
490	1.192
500	1.302
510	1.289
520	1.221
530	1.178
540	1.251
550	1.204
560	1.197
570	1.177
580	1.172
590	1.123
600	1.073
610	1.095
620	1.213
630	1.089
640	1.128
650	1.073
660	1.165
670	1.155
680	1.255
690	1.034
700	1.055
710	1.07
720	1.128
730	1.069
740	1.07
750	1.053
760	1.045
770	1.032
780	1.046
790	0.997
800	1.042
810	1.003
820	0.992
830	0.998
840	0.993
850	0.997
860	0.988
870	0.99
880	0.946
890	1.031
900	0.989
910	0.954
920	0.983
930	0.999
940	0.989
950	0.855
960	0.863
970	0.803
980	0.95
990	0.928
1000	0.923
1010	0.936
1020	0.87
1030	0.954
1040	0.937
1050	0.911
1060	0.937
1070	0.892
1080	0.879
1090	0.966
1100	0.885
1110	0.963
1120	0.896
1130	0.86
1140	0.885
1150	0.844
1160	0.826
1170	0.873
1180	0.927
1190	0.822
1200	0.86
1210	0.885
1220	0.823
1230	0.878
1240	0.775
1250	0.886
1260	0.815
1270	0.883
1280	0.816
1290	0.877
1300	0.852
1310	0.862
1320	0.835
1330	0.738
1340	0.741
1350	0.905
1360	0.809
1370	0.775
1380	0.751
1390	0.868
1400	0.747
1410	0.819
1420	0.839
1430	0.784
1440	0.811
1450	0.779
1460	0.71
1470	0.774
1480	0.859
1490	0.754
1500	0.763
1510	0.752
1520	0.734
1530	0.797
1540	0.764
1550	0.788
1560	0.7
1570	0.727
1580	0.725
1590	0.764
1600	0.733
1610	0.711
1620	0.808
1630	0.777
1640	0.732
1650	0.794
1660	0.809
1670	0.775
1680	0.795
1690	0.722
1700	0.666
1710	0.701
1720	0.682
